L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),TERAPIA ASSISTITA (TAA) SENZA ANIMALI RESIDENZIALI,IUV-CNSIAA-TAAS,IUV,CNSIAA,TAAS,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,COMMERCIO AL DETTAGLIO ANIMALI D'AFFEZIONE,IUV-CAN-CODAC,IUV,CAN,CODAC,X,,X,,SCIA UNICA (SCIA AMMINISTRATIVA + SCIA SANITARIA),111,3,X,,,,,,X,,x,TC06 COMMERCIANTE,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,COMMERCIO ALL'INGROSSO ANIMALI D'AFFEZIONE IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI INFERIORE A 400 MQ,IUV-CAN-COIAC,IUV,CAN,COIAC,X,,X,,COMUNICAZIONE,111,3,X,,,,,,X,,x,TC06 COMMERCIANTE,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,COMMERCIO ALL'INGROSSO ANIMALI D'AFFEZIONE IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI SUPERIORE A 400 MQ,IUV-CAN-COIAC,IUV,CAN,COIAC,X,,X,,SCIA UNICA (COMUNICAZIONE + SCIA PREVENZIONE INCENDI),111,3,X,,,,,,X,,x,TC06 COMMERCIANTE,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),ATTIVITA ASSISTITA (AAA) CON ANIMALI RESIDENZIALI,IUV-CSIAA-AAAC,IUV,CSIAA,AAAC,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),ATTIVITA ASSISTITA (AAA) SENZA ANIMALI RESIDENZIALI,IUV-CSIAA-AAAS,IUV,CSIAA,AAAS,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),EDUCAZIONE ASSISTITA (EAA) CON ANIMALI RESIDENZIALI,IUV-CSIAA-EAAC,IUV,CSIAA,EAAC,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),EDUCAZIONE ASSISTITA (EAA) SENZA ANIMALI RESIDENZIALI,IUV-CSIAA-EAAS,IUV,CSIAA,EAAS,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),TERAPIA ASSISTITA (TAA) CON ANIMALI RESIDENZIALI,IUV-CSIAA-TAAC,IUV,CSIAA,TAAC,X,,X,,COMUNICAZIONE,124 ed eventualmente 278 (scheda progetto),,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (IAA),TERAPIA ASSISTITA (TAA) SENZA ANIMALI RESIDENZIALI,IUV-CSIAA-TAAS,IUV,CSIAA,TAAS,X,,X,,COMUNICAZIONE,124 ed eventualmente 278 (scheda progetto),,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,"MOSTRA, FIERA O EVENTO A CARATTERE TEMPORANEO CON PRESENZA DI ANIMALI","MOSTRA, FIERA O EVENTO A CARATTERE TEMPORANEO CON PRESENZA DI ANIMALI",IUV-MOFI-FIER,IUV,MOFI,FIER,X,,X,,COMUNICAZIONE,,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,TOELETTATURA ANIMALI,TOELETTATURA ANIMALI,IUV-TOE-TOE,IUV,TOE,TOE,X,,X,,SCIA,,,,,,,,,,,x,TC17 TOELETTATURA,"si, per sinac"
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,ATTIVITA' DI TOELETTATURA ITINERANTE,ATTIVITA' DI TOELETTATURA ITINERANTE,IUV-TOE-TOEIT,IUV,TOE,TOEIT,X,,,X,SCIA,,,,,,,,,,,x,TC17 TOELETTATURA,"si, per sinac"
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION II -Magazzinaggio di prodotti derivati Cat. 1,STORP - Magazzinaggio prodotti derivati,1069-R-4-STORP,1069-R,4,STORP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-172,Rischio Medio-2,X,,SINTESIS,,,X,,,,EX STORP MAGAZZINAGGIO PRODOTTI DERIVATI,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION II -Magazzinaggio di prodotti derivati Cat. 2,STORP - Magazzinaggio prodotti derivati,1069-R-5-STORP,1069-R,5,STORP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-173,Rischio Medio-2,X,,SINTESIS,,,X,,,,EX STORP MAGAZZINAGGIO PRODOTTI DERIVATI,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION II -Magazzinaggio di prodotti derivati Cat. 3,STORP - Magazzinaggio prodotti derivati,1069-R-6-STORP,1069-R,6,STORP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-174,Rischio Medio-2,X,,SINTESIS,,,X,,,,EX STORP MAGAZZINAGGIO PRODOTTI DERIVATI,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,OALKHP IDROLISI ALCALINA,1069-R-13-OALKHP,1069-R,13,OALKHP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-186,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,OBIODP PRODUZIONE BIODIESEL,1069-R-13-OBIODP,1069-R,13,OBIODP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-188,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,OCAFTB - combustione di grasso animale in una caldaia,1069-R-13-OCAFTB,1069-R,13,OCAFTB,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-185,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,OHPHBP BIOGAS DA IDROLISI ALTA PRESS.,1069-R-13-OHPHBP,1069-R,13,OHPHBP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-184,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,OMSCHY - Idrotrattamento catalitico a più fasi,1069-R-13-OMSCHY,1069-R,13,OMSCHY,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-187,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 1,PROCP TRASFORMAZIONE,1069-R-13-PROCP,1069-R,13,PROCP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-189,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OALKHP IDROLISI ALCALINA,1069-R-14-OALKHP,1069-R,14,OALKHP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-193,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OBIODP PRODUZIONE BIODIESEL,1069-R-14-OBIODP,1069-R,14,OBIODP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-198,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OBRGAP GASSIFICAZIONE DI BROOKES,1069-R-14-OBRGAP,1069-R,14,OBRGAP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-192,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OCAFTB - combustione di grasso animale in una caldaia,1069-R-14-OCAFTB,1069-R,14,OCAFTB,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-191,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OEFP - Insilaggio di materiali di origine ittica,1069-R-14-OEFP,1069-R,14,OEFP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-196,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OHPHBP BIOGAS DA IDROLISI ALTA PRESS.,1069-R-14-OHPHBP,1069-R,14,OHPHBP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-190,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OHPHTP IDROLISI ALTA PRESSIONE ALTA TEMPERATURA,1069-R-14-OHPHTP,1069-R,14,OHPHTP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-194,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OLTPPM - Tratt. con calce per il letame di suini e pollame,1069-R-14-OLTPPM,1069-R,14,OLTPPM,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-201,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OMSCHY - Idrotrattamento catalitico a più fasi,1069-R-14-OMSCHY,1069-R,14,OMSCHY,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-195,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OMSCP - Processo catalitico a più fasi,1069-R-14-OMSCP,1069-R,14,OMSCP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-197,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,OTMB - produzione termo-meccanico di biocombustibile,1069-R-14-OTMB,1069-R,14,OTMB,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-199,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 2,PROCP TRASFORMAZIONE,1069-R-14-PROCP,1069-R,14,PROCP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-200,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OALKHP IDROLISI ALCALINA,1069-R-15-OALKHP,1069-R,15,OALKHP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-205,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OBIODP PRODUZIONE BIODIESEL,1069-R-15-OBIODP,1069-R,15,OBIODP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-210,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OBRGAP GASSIFICAZIONE DI BROOKES,1069-R-15-OBRGAP,1069-R,15,OBRGAP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-204,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OCAFTB - combustione di grasso animale in una caldaia,1069-R-15-OCAFTB,1069-R,15,OCAFTB,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-203,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OEFP - Insilaggio di materiali di origine ittica,1069-R-15-OEFP,1069-R,15,OEFP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-208,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OHPHBP BIOGAS DA IDROLISI ALTA PRESS.,1069-R-15-OHPHBP,1069-R,15,OHPHBP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-202,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OHPHTP IDROLISI ALTA PRESSIONE ALTA TEMPERATURA,1069-R-15-OHPHTP,1069-R,15,OHPHTP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-206,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OMSCHY - Idrotrattamento catalitico a più fasi,1069-R-15-OMSCHY,1069-R,15,OMSCHY,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-207,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OMSCP - Processo catalitico a più fasi,1069-R-15-OMSCP,1069-R,15,OMSCP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-209,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,OTMB - produzione termo-meccanico di biocombustibile,1069-R-15-OTMB,1069-R,15,OTMB,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-211,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IV - TRASFORMAZIONE CAT. 3,PROCP TRASFORMAZIONE,1069-R-15-PROCP,1069-R,15,PROCP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-212,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION V - Oleochimico Cat. 3,OLCP OLEOCHIMICO,1069-R-17-OLCP,1069-R,17,OLCP,X,,X,,SCIA,SOA-215,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION V - Oleochimico Cat. 2,OLCP OLEOCHIMICO,1069-R-18-OLCP,1069-R,18,OLCP,X,,X,,SCIA,SOA-214,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VI -BIOGAS CAT. 1,BIOGP BIOGAS,1069-R-19-BIOGP,1069-R,19,BIOGP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-216,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VI -BIOGAS CAT. 2,BIOGP BIOGAS,1069-R-20-BIOGP,1069-R,20,BIOGP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-217,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VI -BIOGAS CAT. 3,BIOGP BIOGAS,1069-R-21-BIOGP,1069-R,21,BIOGP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-218,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VII - COMPOSTAGGIO CAT. 2,COMP PRODUZIONE COMPOST,1069-R-23-COMP,1069-R,23,COMP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-219,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VII - COMPOSTAGGIO CAT. 3,COMP PRODUZIONE COMPOST,1069-R-24-COMP,1069-R,24,COMP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-220,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VIII - ALIMENTI PER ANIMALI DA COMPAGNIA CAT. 3,PETPR - petfood che usa solo SOA freschi,1069-R-27-PETPR,1069-R,27,PETPP,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-222,Rischio Medio-2,X,,SINTESIS,,,X,,,,EX PETPR CIBO PER ANIMALI (USO ABP NON TRASFORMATI),
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION VIII - ALIMENTI PER ANIMALI DA COMPAGNIA CAT. 3,PETPP - petfood che usa solo SOA trasformati,1069-R-27-PETPP,1069-R,27,PETPR,,X,X,,RICONOSCIMENTO STABILIMENTO,SOA-221,Rischio Medio-2,X,,SINTESIS,,,X,,,,EX PETPP CIBO PER ANIMALI (SOLO ABP TRASFORMATI),
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 1,GATRP TROFEI E TASSIDERMIA,1069-R-28-GATRP,1069-R,28,GATRP,X,,X,,SCIA,SOA-223,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 2,GATRP TROFEI E TASSIDERMIA,1069-R-29-GATRP,1069-R,29,GATRP,X,,X,,SCIA,SOA-225,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 2,TECH - Prod tecnici diversi da quelli specificati altrove,1069-R-29-TECH,1069-R,29,TECH,X,,X,,SCIA,SOA-224,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 3,CONTMT - uso di metodi di contenimento,1069-R-30-CONTMT,1069-R,30,CONTMT,X,,X,,SCIA,SOA-229,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 3,GATRP TROFEI E TASSIDERMIA,1069-R-30-GATRP,1069-R,30,GATRP,X,,X,,SCIA,SOA-228,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 3,TAN CONCERIA,1069-R-30-TAN,1069-R,30,TAN,X,,X,,SCIA,SOA-226,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION IX - Impianti tecnici Cat. 3,TECH - Prod tecnici diversi da quelli specificati altrove,1069-R-30-TECH,1069-R,30,TECH,X,,X,,SCIA,SOA-227,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION X - Utilizzatori registrati di SOA e prodotti derivati per usi in deroga Cat. 1,"UDER UTILIZZO PER SCOPI DIAGNOSTICI, DIDATTICI E RICERCA",1069-R-31-UDER,1069-R,31,UDER,X,,X,,SCIA,SOA-233,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION X - Utilizzatori registrati di SOA e prodotti derivati per usi in deroga Cat. 1,UEXART - Utilizzo per mostre e/o attivita artistiche,1069-R-31-UEXART,1069-R,31,UEXART,X,,X,,SCIA,SOA-231,Rischio Medio-2,X,,SINTESIS,,,X,,,,Linee nuove/diverse rispetto a ML10,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION X - Utilizzatori registrati di SOA e prodotti derivati per usi in deroga Cat. 1,UNEC UTILIZZO PER UCCELLI NECROFAGI,1069-R-31-UNEC,1069-R,31,UNEC,X,,X,,SCIA,SOA-234,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION X - Utilizzatori registrati di SOA e prodotti derivati per usi in deroga Cat. 2,"UINSE INSETTI, VERMI, LARVE DA ESCA",1069-R-32-UNISE,1069-R,31,UNISE,X,,X,,SCIA,SOA-236,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
REG CE 1069-09,1069-09,SOTTOPRODOTTI DI ORIGINE ANIMALE E PRODOTTI DERIVATI NON DESTINATI AL CONSUMO UMANO,SECTION X - Utilizzatori registrati di SOA e prodotti derivati per usi in deroga Cat. 1,URBP UTILIZZO PER RETTILI E RAPACI,1069-R-31-URBP,1069-R,31,URBP,X,,X,,SCIA,SOA-232,Rischio Medio-2,X,,SINTESIS,,,X,,,,,
